*****RestoreLuaState
**Restoring ref list
Reading key:TASK_FormationFleeState, resolveRef:0
Reading value:Defend_OnFailure, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7853
+Added m_refs[7853]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7854
+Added m_refs[7854]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7855
+Added m_refs[7855]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7856
+Added m_refs[7856]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7857
+Added m_refs[7857]
Reading key:__scargfunc, resolveRef:0
Reading value:_RovingArmy_OnEncounterSuccessAttack, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7858
+Added m_refs[7858]
Reading key:__scargfunc, resolveRef:0
Reading value:_RovingArmy_OnEncounterBlocked, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7859
+Added m_refs[7859]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7860
+Added m_refs[7860]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7861
+Added m_refs[7861]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7862
+Added m_refs[7862]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7863
+Added m_refs[7863]
Reading key:__scargfunc, resolveRef:0
Reading value:_RovingArmy_OnEncounterSuccessAttack, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7864
+Added m_refs[7864]
Reading key:__scargfunc, resolveRef:0
Reading value:_RovingArmy_OnEncounterBlocked, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7865
+Added m_refs[7865]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7866
+Added m_refs[7866]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7867
+Added m_refs[7867]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7868
+Added m_refs[7868]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7869
+Added m_refs[7869]
Reading key:__scargfunc, resolveRef:0
Reading value:_RovingArmy_OnEncounterSuccessAttack, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7870
+Added m_refs[7870]
Reading key:__scargfunc, resolveRef:0
Reading value:_RovingArmy_OnEncounterBlocked, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7871
+Added m_refs[7871]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7872
+Added m_refs[7872]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7873
+Added m_refs[7873]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7874
+Added m_refs[7874]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7875
+Added m_refs[7875]
Reading key:__scargfunc, resolveRef:0
Reading value:_RovingArmy_OnEncounterSuccessAttack, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7876
+Added m_refs[7876]
Reading key:__scargfunc, resolveRef:0
Reading value:_RovingArmy_OnEncounterBlocked, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7877
+Added m_refs[7877]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_attackEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7878
+Added m_refs[7878]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_attackEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[30], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[true], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[true], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7879
+Added m_refs[7879]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_ignoreEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[false], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7880
+Added m_refs[7880]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_ignoreEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[false], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7881
+Added m_refs[7881]
Reading key:__scargfunc, resolveRef:0
Reading value:_RovingArmy_OnEncounterSuccessAttack, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7882
+Added m_refs[7882]
Reading key:__scargfunc, resolveRef:0
Reading value:_RovingArmy_OnEncounterBlocked, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7883
+Added m_refs[7883]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_ignoreEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[false], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7884
+Added m_refs[7884]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_ignoreEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[false], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7885
+Added m_refs[7885]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_ignoreEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[false], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7886
+Added m_refs[7886]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_ignoreEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[false], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7887
+Added m_refs[7887]
Reading key:__scargfunc, resolveRef:0
Reading value:_RovingArmy_OnEncounterSuccessAttack, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7888
+Added m_refs[7888]
Reading key:__scargfunc, resolveRef:0
Reading value:_RovingArmy_OnEncounterBlocked, resolveRef:0
Read last table entry (nil key)
**Restoring ref 7889
+Added m_refs[7889]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:name, resolveRef:0
Reading value:attackMoveAtTarget_ignoreEverything, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[false], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7890
+Added m_refs[7890]
Reading key:name, resolveRef:0
Reading value:attackMoveEnRoute_ignoreEverything, resolveRef:0
Reading key:scanRange, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:allowAttackMove, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:formationCoordinatorEnRoute, resolveRef:0
Reading value:table, resolveRef:0
Reading key:excludedBuildings, resolveRef:0
Reading value:table, resolveRef:0
Reading key:attackBuildings, resolveRef:0
Reading value:[false], resolveRef:0
Read last table entry (nil key)
**Restoring ref 7891
+Added m_refs[7891]
Reading key:formationCoordinatorAtTarget, resolveRef:0
Reading value:table, resolveRef:0
